match_id,radiant_win,duration
5062680040,0,4091
5122846236,1,2139
4890122311,1,3877
5061339008,1,2190
5120427196,1,2488
4892205308,0,2554
4969903576,1,2255
4890258781,1,3273
4970995519,1,3176
5120049749,1,1336
5050420835,1,2121
4832621485,1,2404
5058139038,1,1354
4967962327,1,2802
5062606664,1,2007
5056215248,0,1914
4897297200,1,2304
5116586076,0,3136
4894824244,1,1824
4857161491,0,3113
4982103916,1,2620
4971088106,0,1294
4835349235,0,2983
4969499647,1,3261
5058603892,0,3428
4978701632,0,2503
5058011356,0,2957
5050337942,1,1716
5058806609,0,2984
5058242717,0,1702
5055077480,0,2381
5055465930,1,2360
4891703894,1,3467
4897693892,1,2002
4969415357,1,2660
5056254478,0,1994
4857140141,0,1898
5061161074,1,1622
4892763044,0,2496
4898232628,1,2154
4844403184,0,3606
5055633430,1,3518
5057303338,1,2585
4875430981,0,2378
5060714949,1,4005
4871042223,1,2146
4967897880,1,1337
4967784803,1,2655
4973159453,1,2148
5114584744,1,1509
5062371349,0,2334
4859719549,1,2022
5105153041,0,1511
5119284842,1,1754
4971493281,1,3210
5057858999,0,1941
4968187584,0,3463
4900882659,0,3234
4900361701,1,1774
4892693972,0,1563
4967893095,1,3367
4973241356,1,2372
4971103310,1,2405
4972914236,0,1764
5063361439,1,2012
4889610539,0,1871
4979109318,1,2750
4865821968,1,2473
4832849461,0,1417
5117826282,0,2145
5124046618,1,2379
4973135877,0,2502
5059602186,0,2258
4969248720,0,2076
5116306532,0,1755
5050525986,0,2404
5106867949,0,1632
5122922193,0,1915
5062610216,1,3548
5056271641,1,1980
4898493690,1,2420
5122994273,0,2136
4969238891,0,2471
4969348313,0,1382
5062151897,0,1368
4968350012,0,1533
5119115819,0,2333
4971752684,0,2288
5056375240,1,1602
4899678604,0,2590
4863981969,1,1088
5061430527,0,3264
4969839520,1,2382
4899998031,0,3446
4899849741,1,2759
4866726089,1,1728
4969565764,0,2898
5050523669,1,1727
5050524318,1,1857
5116107271,0,2039
5059550669,0,2330
5062446118,0,1084
4892482283,1,2302
4835583515,0,2191
4889555136,1,2518
4899794936,1,1472
4899779076,1,1796
5057129039,0,1612
5059095697,1,1838
4889464422,1,1857
5057198581,0,2010
4894768580,1,1501
4892691160,1,2768
5058131204,1,4549
4894907490,0,1941
5058701448,1,1749
4888686136,0,2053
5126164317,0,3792
5057354223,1,2696
5052246293,1,1204
4971653414,0,2942
5057289838,0,2592
4891274138,0,1930
5061462587,1,2082
5058468777,1,2874
4890198782,0,3036
5062756256,1,1858
5057099866,1,2346
4893015943,1,2275
4899990684,0,1533
4870534464,0,4092
4893210050,0,3436
5059015236,1,1140
5062030797,1,2421
5056954434,1,2185
5116640851,0,2612
4899925007,0,2633
5055420548,1,2814
5106334058,1,1325
4901742097,1,2490
4888646940,1,1692
5119181562,0,3976
5116390089,1,2435
4860031610,0,2024
4890373782,0,1921
4968324806,1,2898
5063303725,0,2082
5055066161,1,3490
4897949339,0,2048
4986133311,1,2914
4841541944,0,2082
4969187966,0,3817
4892157936,0,1956
4901835876,1,2229
4873321314,0,3941
4972915024,0,2440
4892314675,0,935
5058916345,0,1664
4968129116,1,3787
4983628610,0,2687
5062030301,0,2141
5056045241,1,1312
5057040052,0,2420
4976922218,1,4602
4889343439,0,4323
5058700827,1,2865
5057884247,1,1647
4897433094,0,2795
4896578554,1,2391
5103784900,1,1956
4837806996,0,1840
5122801248,0,1409
5055571889,1,3159
4860547556,1,1633
4889360849,1,2928
4875804229,1,1986
4890686040,1,2155
4970980698,1,1381
4859570068,0,2827
4833860999,0,2197
5114499946,1,1639
5056346258,0,988
4898997090,0,1658
4860696308,0,1870
4837606570,1,3441
5055798136,0,3589
5056889702,0,2007
5062854587,0,2424
5058007074,1,2326
5056508049,0,1706
4858274098,0,2491
5057479474,0,1974
5116050864,1,2561
4889115579,0,2116
5057956878,1,1341
4863642879,1,1853
5058187459,1,2524
4985705053,0,3143
5056220483,0,1539
5058022175,0,1732
5061739614,0,3622
4889233900,0,1971
4973241299,0,1843
4899861791,1,1969
4836235481,1,1984
4835092211,1,2530
4973135794,0,1620
4858276895,0,1706
4968049919,1,2817
5057418027,0,2668
4977501535,0,2064
4971219200,1,3534
5117977273,0,2235
4861909497,0,2806
5056943803,1,2829
4898441612,1,1528
4896993477,0,2330
4897632737,1,2683
5060632935,0,1378
4903157391,0,2938
5055931551,0,2830
5056737436,1,2523
4859858193,1,1734
5055936441,0,3193
4977114097,0,2082
5058186582,0,1612
4857868265,1,1767
4894186925,1,1253
5057509011,1,3011
5103696832,1,3169
4969288250,0,3132
5061913662,0,3498
4898874248,1,2020
5058208463,0,1162
4844547955,1,1926
5060207443,0,2236
5104688927,0,2368
4903679968,1,2521
4895310107,0,2491
5117728997,1,2635
5057218392,0,1919
4897853305,0,2354
5117677355,1,1670
4859704889,0,2428
4900989725,0,3183
4969405346,0,2343
5050332074,1,2757
5055285488,1,3279
5122739881,0,2873
5062919966,1,4014
4890854408,1,1826
5056479937,0,1739
4857260888,0,2316
4857405836,1,2396
5055209747,0,2425
5104992075,0,3745
4841117691,0,2357
5055864893,1,2828
4898620035,0,2008
4972914135,0,2292
4967813166,0,1851
5055009887,0,2125
5058088543,1,1238
4967701639,1,2494
4857833444,0,2865
4983935086,1,1662
4967642360,0,2092
4893206092,1,3557
5057145606,0,2185
5115434402,1,2770
4864711453,0,1813
4971031352,0,2190
4903441151,1,1460
4896040961,1,1621
4899699117,1,1598
5103747925,0,1964
4901403209,1,2297
5058209299,1,2641
5063548130,0,1779
4969661567,0,2090
5108089286,0,1428
4894468948,1,2537
5105196102,1,2685
4896517067,1,2321
4860197676,0,2742
4971609890,1,2274
4971535610,0,2347
4895407807,0,2654
5062335442,0,1970
4971405416,0,1955
4900878151,1,2202
5055277390,1,2670
4889163811,0,2280
5058840333,1,1983
4900754747,0,1983
4973059153,0,2275
5063703710,0,1940
5052020389,1,2026
4969752692,0,3708
4892915690,0,2864
4857623860,0,1631
5063080991,0,2230
4895166789,1,2672
5057548309,1,3656
5106660119,0,2603
4904062522,0,1817
4892123079,1,1645
4898142287,1,2674
5056461550,0,1592
4895242023,0,3377
5114703150,1,2579
5056515491,1,1639
5058775204,1,2559
4898079807,0,2835
5056560905,1,1262
4967695591,0,2947
5061210368,0,2226
5057742059,1,4891
5056585340,0,2293
4888859291,0,1954
5114927085,1,887
5062465394,1,3044
5055809172,1,1795
4899910933,1,2715
5050525526,1,1913
5118205643,0,2893
4967600837,0,3193
4857149385,0,1923
4981755910,0,2124
5061273672,0,3485
5057418489,1,3328
5057396419,0,1680
5055717870,1,1604
4900038021,1,2477
4897243939,1,2172
4969840552,0,2607
5060631753,1,1999
5058859532,1,1576
5061507409,1,1875
4898624985,0,1651
4899720973,0,2529
4857682196,0,2302
4895079977,0,1937
5057250978,0,2711
4858009797,1,1960
4977018128,0,3673
4891159360,1,2291
4902354217,1,2012
5117889774,1,1927
5062434517,0,2290
5125994965,0,2018
4894187671,1,1808
4890803314,0,2659
5057643121,0,2382
4862287334,0,1858
4969674124,0,2444
4967601481,1,1667
5059713002,0,1660
5114498359,1,1365
4980260521,0,2139
5057960259,0,2136
5120624724,0,3067
4857674212,1,2465
4904311356,0,1964
4971136869,0,2264
4872451793,1,3119
4892406145,1,2559
4969495247,1,1888
4970923478,1,1886
5125919642,1,1973
5055921436,0,2367
4971090004,1,2095
5057495528,1,1699
5103392945,1,2059
4967821629,1,2372
4903091581,0,2627
5050334345,0,1807
4863416494,1,2185
5058537813,1,2350
5103594299,1,2237
5055555914,0,2126
4859701030,1,2491
4971562774,0,1729
5056162914,1,1778
5061167888,1,2080
4896667427,0,3239
5056782301,1,2626
5114540760,1,1856
4833967708,0,1927
5057390704,1,2459
5061955939,1,2169
4889865830,1,1690
5057627964,1,3428
4902837041,0,1775
5118927951,0,2706
5056331324,1,2888
5057662816,0,2875
4898378888,0,2525
4971252360,1,2585
4871142851,1,2285
5060352260,1,2174
4890475273,1,2783
4895561660,1,1994
5114977384,1,2158
4900067404,1,1532
5058303790,1,2476
5055356250,1,3274
4902729928,1,1685
5060263813,0,2567
5117635877,1,2167
5117576581,0,4190
5060754990,0,2054
4901159737,0,1600
4895967030,1,3044
4875286435,1,1624
4973205314,0,2086
4891855782,0,3685
4898917433,0,2501
4872317348,1,2434
5056563444,1,1360
4889525518,0,2066
5118888707,0,1646
4971762994,1,2863
4903566049,0,1772
5058603430,1,1770
4833371463,1,2976
4834063398,1,2511
5056582001,0,2225
4866018987,1,3852
5050523851,0,2061
4973073617,0,1776
5058228116,0,2547
4896243111,0,1877
4857280387,0,2373
4980333085,1,3222
5057872619,1,1749
5062149939,1,1715
5061206951,0,2039
5055447440,0,2325
4833593109,1,4036
4862724858,0,1347
5052013915,1,2264
5056415810,0,3224
5056931174,0,1670
4969496405,0,1910
4840125375,0,3264
5062198441,1,1607
5057042713,1,2326
4986461644,1,1474
4836456903,0,2959
4982200558,1,1843
4896322388,1,2269
4983800597,1,2509
5063749827,0,1891
4865556149,1,2069
5104832649,1,1948
4870893860,1,2552
4901024942,1,1771
4980888053,1,2523
5056475082,1,1297
4893715379,0,2906
5055361782,1,1796
4896277753,0,2306
4902186317,0,1932
5056013917,0,2498
4973234250,0,3248
5056404778,0,2563
4973034496,1,1718
5061163890,0,1972
4898862653,1,3243
5050521841,0,1987
5061569355,1,3074
5056991805,0,1441
5055529054,0,2047
4893290350,0,2814
4890125358,0,3260
5055552218,1,1914
4890756454,1,1471
5056068591,1,2122
5116874513,0,2718
5122602598,1,3271
5062314592,0,3285
4840339077,0,1921
4838331955,1,1510
4901728834,1,2044
5050420478,0,1744
4899420396,0,1930
5056730163,0,3923
5058931598,0,2531
5050419838,1,1854
5059033230,0,2367
4897749667,0,3006
5050432103,0,1115
4872909115,1,2324
4863527654,1,1356
4841320882,1,2328
4893895177,0,2338
5050421576,1,1735
5052188677,0,1736
5056417468,0,2774
4890624516,1,2602
4901733286,0,1404
4978884253,1,1979
5118982915,1,3148
5063516529,0,2751
4874877277,1,1566
4899031001,0,2215
4890527821,0,2006
5055381579,0,2377
5056075486,0,1772
5123997064,0,1872
4892836621,0,1941
5063592374,0,1616
4971068045,0,2093
4968051649,0,2591
5055193077,0,2458
5106596696,1,2537
4971714902,1,2762
5056346942,0,2288
5063038875,0,2822
4888936676,1,1937
4894018484,0,2141
4870027903,0,2618
4968242416,0,1743
4897942053,0,2699
5057556584,0,1741
4971649432,0,2166
5061780951,1,2152
4967602648,1,2682
4972974534,1,2259
4896097089,1,1512
5050425050,1,2144
5058605733,1,2691
5116183137,0,2482
5058233930,1,1594
4969740895,0,1857
4899824721,0,2316
4890256608,0,1993
4893101163,1,2163
4971034132,1,1656
5056314780,0,1885
5116700231,0,3249
4969186537,0,3811
5058013905,0,2009
5056965582,0,1856
4865712667,1,1622
5103574885,0,2636
5060286474,1,1348
4894690855,0,3140
4890577856,0,2296
5057475595,1,3851
4971301802,1,2678
5062366347,0,3965
4978435281,0,2053
5062724668,1,1746
4840482825,1,2079
5055767613,0,2288
4897134944,0,2353
4969319314,1,4071
4967878474,0,2972
5055202827,1,3107
4838845023,0,1690
4857261684,1,1479
4978383071,0,1653
4901284783,1,2200
5120169627,1,1608
5057512571,0,1743
5126075663,0,2224
5055008080,0,2910
4894403418,0,4024
5058028759,0,2207
5063429999,0,3096
4889265404,0,1929
5060367908,1,2319
4894107881,1,1804
4977648828,0,3653
5120513349,0,3262
5105104235,1,1450
4980773381,1,1844
5103648094,1,3859
5116249942,0,1978
5125628778,1,1892
5057396349,1,1683
4861607434,0,3167
5050332229,0,1122
5056726307,1,1635
4977344912,1,2441
5056431430,1,1360
4971001716,1,2488
4894085062,1,1586
5055417109,1,1664
5060755955,1,2544
5057190706,1,3234
4967744940,1,2402
4897146106,0,1732
5114495714,0,2676
5052191553,1,1838
5055717822,0,1770
4969661339,1,2617
4970923003,0,2901
5060463390,0,3895
4840658699,1,2212
4890254708,0,1974
4899237869,1,2569
4978587076,0,3790
5056526686,1,1785
4838731935,1,1936
5061411351,1,1795
4900274319,1,3044
5116467501,1,2750
5057121172,1,1389
5055622425,1,1895
5114589543,1,1966
4967956396,0,2404
4969405883,0,2472
5060672420,0,1799
4898352759,0,3499
5050450737,1,3023
4969295489,0,2389
4892465747,1,4446
5107954335,1,2557
